refined_category,transaction_count,unique_users,year,month,quarter,month_sin,month_cos,quarter_sin,quarter_cos,time_index,is_year_start,is_year_end,is_quarter_end,is_summer,is_festive,is_monsoon,lag_1m,lag_1m_count,lag_2m,lag_2m_count,lag_3m,lag_3m_count,lag_6m,lag_6m_count,lag_12m,lag_12m_count,roll_mean_3m,roll_std_3m,roll_max_3m,roll_min_3m,roll_mean_6m,roll_std_6m,roll_max_6m,roll_min_6m,roll_mean_12m,roll_std_12m,roll_max_12m,roll_min_12m,mom_change,mom_pct_change,yoy_lag_12m,yoy_pct_change,ratio_to_3m_avg,cat_global_mean,cat_global_median,cat_global_std,cat_global_max,cat_global_min,cat_cv,cat_same_month_hist_avg,cat_education,cat_entertainment,cat_food,cat_health,cat_misc,cat_others,cat_rent,cat_travel,cat_utilities,category_label,total_amount
entertainment,16,14,2022,11,4,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,22,0,0,0,0,1,0,255856.0,16.0,290729.0,17.0,450385.0,22.0,571338.0,22.0,785726.0,16.0,332323.3333333333,103720.53501758091,450385.0,255856.0,480151.8333333333,195530.2835444341,786133.0,255856.0,643025.0,344272.33397862647,1535932.0,255856.0,-34873.0,-0.11995019416707653,785726.0,-0.675554214209086,0.7699007994222262,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,614207.75,0,1,0,0,0,0,0,0,0,1,378936
entertainment,21,20,2022,12,4,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,23,0,1,1,0,0,0,378936.0,16.0,255856.0,16.0,290729.0,17.0,786133.0,18.0,342500.0,16.0,308507.0,63436.69728950183,378936.0,255856.0,448084.8333333333,193349.64799907655,786133.0,255856.0,609125.8333333334,348939.6173194735,1535932.0,255856.0,123080.0,0.4810518416609342,342500.0,-0.5177250084635101,1.228289795693413,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,401198.25,0,1,0,0,0,0,0,0,0,1,665844
entertainment,23,18,2023,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,24,1,0,0,0,0,0,665844.0,21.0,378936.0,16.0,255856.0,16.0,526470.0,15.0,850201.0,19.0,433545.3333333333,210378.64554496316,665844.0,255856.0,428036.6666666667,153395.79503189394,665844.0,255856.0,636071.1666666666,338816.4460768567,1535932.0,255856.0,286908.0,0.7571410475647602,850201.0,0.9440700729927007,1.5358117105784816,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,681221.75,0,1,0,0,0,0,0,0,0,1,651818
entertainment,18,16,2023,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,25,0,0,0,0,0,0,651818.0,23.0,665844.0,21.0,378936.0,16.0,450385.0,22.0,691627.0,13.0,565532.6666666666,161749.55696178362,665844.0,378936.0,448928.0,176307.4739504827,665844.0,255856.0,619539.25,332193.6936988652,1535932.0,255856.0,-14026.0,-0.021064994202846354,691627.0,-0.23333658746578745,1.152573561916238,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,666496.5,0,1,0,0,0,0,0,0,0,1,740044
entertainment,14,13,2023,3,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,26,0,0,1,0,0,0,740044.0,18.0,651818.0,23.0,665844.0,21.0,290729.0,17.0,1535932.0,23.0,685902.0,47409.9071081135,740044.0,651818.0,497204.5,212689.5891892693,740044.0,255856.0,623574.0,333440.54288692505,1535932.0,255856.0,88226.0,0.13535373371094384,1535932.0,0.0700044966434219,1.0789354747471056,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,620688.0,0,1,0,0,0,0,0,0,0,1,251596
entertainment,15,14,2023,4,2,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,27,0,0,0,1,0,0,251596.0,14.0,740044.0,18.0,651818.0,23.0,255856.0,16.0,629403.0,19.0,547819.3333333334,260302.04412822673,740044.0,251596.0,490682.3333333333,220735.35193590264,740044.0,251596.0,516546.0,188660.14440594686,786133.0,251596.0,-488448.0,-0.6600256200982644,629403.0,-0.8361932689728452,0.45926820156036,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,503884.5,0,1,0,0,0,0,0,0,0,1,344492
entertainment,14,13,2023,5,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,28,0,0,0,1,0,0,344492.0,15.0,251596.0,14.0,740044.0,18.0,378936.0,16.0,571338.0,22.0,445377.3333333333,259381.47589473944,740044.0,251596.0,505455.0,204225.020319255,740044.0,251596.0,492803.4166666667,191078.39996544886,786133.0,251596.0,92896.0,0.36922685575287373,571338.0,-0.45266863996517337,0.7734834582211764,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,751668.75,0,1,0,0,0,0,0,0,0,1,581209
entertainment,16,15,2023,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,29,0,0,1,1,0,0,581209.0,14.0,344492.0,15.0,251596.0,14.0,665844.0,21.0,786133.0,18.0,392432.3333333333,169955.55040166623,581209.0,251596.0,539167.1666666666,195679.2501461685,740044.0,251596.0,493626.0,191468.0725656369,786133.0,251596.0,236717.0,0.6871480324651951,786133.0,0.017276988402661786,1.4810425916314707,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,594168.0,0,1,0,0,0,0,0,0,0,1,485057
entertainment,13,13,2023,7,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,30,0,0,0,0,0,1,485057.0,16.0,581209.0,14.0,344492.0,15.0,651818.0,23.0,526470.0,15.0,470252.6666666667,119050.87457189595,581209.0,344492.0,509036.0,185949.13901064487,740044.0,251596.0,468536.3333333333,167933.8173650199,740044.0,251596.0,-96152.0,-0.16543446505473935,526470.0,-0.3829835409529939,1.0314816573784937,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,504666.25,0,1,0,0,0,0,0,0,0,1,442479
entertainment,15,15,2023,8,3,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,31,0,0,0,0,0,1,442479.0,13.0,485057.0,16.0,581209.0,14.0,740044.0,18.0,450385.0,22.0,502915.0,71068.1669103683,581209.0,442479.0,474146.1666666667,172988.29058571218,740044.0,251596.0,461537.0833333333,167047.689990536,740044.0,251596.0,-42578.0,-0.08777937438280448,450385.0,-0.15953615590631942,0.8798285992662601,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,649078.5,0,1,0,0,0,0,0,0,0,1,897689
entertainment,10,10,2023,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,32,0,0,1,0,0,1,897689.0,15.0,442479.0,13.0,485057.0,16.0,251596.0,14.0,290729.0,17.0,608408.3333333334,251427.32469111885,897689.0,442479.0,500420.3333333333,225463.8003278282,897689.0,251596.0,498812.4166666667,208976.93604600063,897689.0,251596.0,455210.0,1.0287719869191534,290729.0,0.9931591860297302,1.475471243271353,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,314250.0,0,1,0,0,0,0,0,0,0,1,406127
entertainment,20,19,2023,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,33,0,0,0,0,1,0,406127.0,10.0,897689.0,15.0,442479.0,13.0,344492.0,15.0,255856.0,16.0,582098.3333333334,273913.2502113275,897689.0,406127.0,526175.5,198578.6184278159,897689.0,344492.0,508428.9166666667,201035.30017815204,897689.0,251596.0,-491562.0,-0.5475860793660166,255856.0,0.39692634721682385,0.697694833919801,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,545532.75,0,1,0,0,0,0,0,0,0,1,669288
entertainment,12,11,2023,11,4,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,34,0,0,0,0,1,0,669288.0,20.0,406127.0,10.0,897689.0,15.0,581209.0,14.0,378936.0,16.0,657701.3333333334,245985.7477463548,897689.0,406127.0,580308.1666666666,182788.1606476928,897689.0,406127.0,542881.5833333334,188873.6573063199,897689.0,251596.0,263161.0,0.6479771106082579,378936.0,1.6158776811956725,1.0176169122357308,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,614207.75,0,1,0,0,0,0,0,0,0,1,487855
entertainment,26,26,2023,12,4,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,35,0,1,1,0,0,0,487855.0,12.0,669288.0,20.0,406127.0,10.0,485057.0,16.0,665844.0,21.0,521090.0,134691.69201921835,669288.0,406127.0,564749.1666666666,186628.958098594,897689.0,406127.0,551958.1666666666,182798.19992789536,897689.0,251596.0,-181433.0,-0.2710835992876012,665844.0,0.28743376190174597,0.9362202306703077,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,401198.25,0,1,0,0,0,0,0,0,0,1,503168
entertainment,12,12,2024,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,36,1,0,0,0,0,0,503168.0,26.0,487855.0,12.0,669288.0,20.0,442479.0,13.0,651818.0,23.0,553437.0,100621.63108894613,669288.0,487855.0,567767.6666666666,185223.41677624555,897689.0,406127.0,538401.8333333334,179588.47100920553,897689.0,251596.0,15313.0,0.03138842483934767,651818.0,-0.24431548530887115,0.9091694266917298,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,681221.75,0,1,0,0,0,0,0,0,0,1,462279
entertainment,20,19,2024,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,37,0,0,0,0,0,0,462279.0,12.0,503168.0,26.0,487855.0,12.0,897689.0,15.0,740044.0,18.0,484434.0,20658.049544910322,503168.0,462279.0,571067.6666666666,182704.04451534935,897689.0,406127.0,522606.9166666667,177023.34573745728,897689.0,251596.0,-40889.0,-0.08126311689137622,740044.0,-0.2907851578201277,0.954266215831239,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,666496.5,0,1,0,0,0,0,0,0,0,1,716963
entertainment,11,10,2024,3,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,38,0,0,1,0,0,0,716963.0,20.0,462279.0,12.0,503168.0,26.0,406127.0,10.0,251596.0,14.0,560803.3333333334,136774.8467384749,716963.0,462279.0,540946.6666666666,123340.29711763619,716963.0,406127.0,520683.5,174554.2171144958,897689.0,251596.0,254684.0,0.5509313639598596,251596.0,-0.031188686078125083,1.2784570942873388,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,620688.0,0,1,0,0,0,0,0,0,0,1,403279
entertainment,10,9,2024,4,2,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,39,0,0,0,1,0,0,403279.0,11.0,716963.0,20.0,462279.0,12.0,669288.0,20.0,344492.0,15.0,527507.0,166704.62486685833,716963.0,403279.0,540472.0,123966.79921656486,716963.0,403279.0,533323.75,158004.41442632084,897689.0,344492.0,-313684.0,-0.43751769617121106,344492.0,0.6028831936914736,0.7644998075854772,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,503884.5,0,1,0,0,0,0,0,0,0,1,659729
entertainment,21,18,2024,5,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,40,0,0,0,1,0,0,659729.0,10.0,403279.0,11.0,716963.0,20.0,487855.0,12.0,581209.0,14.0,593323.6666666666,167052.8784107993,716963.0,403279.0,538878.8333333334,122026.45422434749,716963.0,403279.0,559593.5,149744.93617147795,897689.0,403279.0,256450.0,0.6359121104743861,581209.0,0.9150778537672863,1.1119209245543702,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,751668.75,0,1,0,0,0,0,0,0,0,1,1333010
entertainment,8,8,2024,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,41,0,0,1,1,0,0,1333010.0,21.0,659729.0,10.0,403279.0,11.0,503168.0,26.0,485057.0,16.0,798672.6666666666,480186.3596254409,1333010.0,403279.0,679738.0,341597.8123325734,1333010.0,403279.0,622243.5833333334,269218.47537758027,1333010.0,403279.0,673281.0,1.0205417679077318,485057.0,1.2935123165677065,1.669031701765158,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,594168.0,0,1,0,0,0,0,0,0,0,1,257671
entertainment,11,11,2024,7,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,42,0,0,0,0,0,1,257671.0,8.0,1333010.0,21.0,659729.0,10.0,462279.0,12.0,442479.0,13.0,750136.6666666666,543340.2717214447,1333010.0,257671.0,638821.8333333334,379569.2607081963,1333010.0,257671.0,603294.75,287156.71565228025,1333010.0,257671.0,-1075339.0,-0.8066998747196195,442479.0,-0.46878201943276765,0.3434987402295536,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,504666.25,0,1,0,0,0,0,0,0,0,1,533775
entertainment,19,19,2024,8,3,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,43,0,0,0,0,0,1,533775.0,11.0,257671.0,8.0,1333010.0,21.0,716963.0,20.0,897689.0,15.0,708152.0,558474.7038380521,1333010.0,257671.0,650737.8333333334,373999.9030023493,1333010.0,257671.0,610902.75,283697.2590969353,1333010.0,257671.0,276104.0,1.0715369599217608,897689.0,0.20632843592577266,0.7537576678453107,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,649078.5,0,1,0,0,0,0,0,0,0,1,991218
entertainment,9,8,2024,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,44,0,0,1,0,0,1,991218.0,19.0,533775.0,11.0,257671.0,8.0,403279.0,11.0,406127.0,10.0,594221.3333333334,370490.3773545723,991218.0,257671.0,696447.0,399595.95616522455,1333010.0,257671.0,618696.8333333334,293410.9507753226,1333010.0,257671.0,457443.0,0.8569959252494028,406127.0,0.10418864439689024,1.668095614204331,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,314250.0,0,1,0,0,0,0,0,0,0,1,163281
entertainment,19,16,2024,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,45,0,0,0,0,1,0,163281.0,9.0,991218.0,19.0,533775.0,11.0,659729.0,10.0,669288.0,20.0,562758.0,414728.74232322024,991218.0,163281.0,656447.3333333334,444320.44928167184,1333010.0,163281.0,598459.6666666666,316844.23741509253,1333010.0,163281.0,-827937.0,-0.8352723618820481,669288.0,-0.5979558118519577,0.2901442538355689,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,545532.75,0,1,0,0,0,0,0,0,0,1,468393
entertainment,14,13,2024,11,4,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,46,0,0,0,0,1,0,468393.0,19.0,163281.0,9.0,991218.0,19.0,1333010.0,21.0,487855.0,12.0,540964.0,418712.11055210716,991218.0,163281.0,624558.0,450855.9401218975,1333010.0,163281.0,581718.4166666666,318066.66399170255,1333010.0,163281.0,305112.0,1.868631377808808,487855.0,-0.3001622619858716,0.8658487440938608,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,614207.75,0,1,0,0,0,0,0,0,0,1,804314
entertainment,4,4,2024,12,4,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,47,0,1,1,0,0,0,804314.0,14.0,468393.0,19.0,163281.0,9.0,257671.0,8.0,503168.0,26.0,478662.6666666667,320639.87012274907,804314.0,163281.0,536442.0,316283.6702114101,991218.0,163281.0,608090.0,322662.6944112493,1333010.0,163281.0,335921.0,0.7171776691795138,503168.0,0.648674298715807,1.6803357688225455,570588.4166666666,519235.0,275819.8140719295,1535932,93281,0.4833953967787195,401198.25,0,1,0,0,0,0,0,0,0,1,93281
food,48,39,2022,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,12,1,0,0,0,0,0,1132901.0,43.0,1355300.0,48.0,1758359.0,55.0,1856813.0,51.0,2939566.0,68.0,1415520.0,317047.73101380275,1758359.0,1132901.0,1546234.0,288618.29194283625,1856813.0,1132901.0,1780598.25,536016.3172462239,2939566.0,1132901.0,-222399.0,-0.1640957721537667,2939566.0,-0.0018749220425853252,0.8003426302701424,1754168.0,1754073.0,480797.54107586254,2939566,724284,0.2740886511872636,2040753.75,0,0,1,0,0,0,0,0,0,2,1882612
food,39,39,2022,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,13,0,0,0,0,0,0,1882612.0,48.0,1132901.0,43.0,1355300.0,48.0,1407544.0,45.0,2412588.0,60.0,1456937.6666666667,385051.0451152339,1882612.0,1132901.0,1550533.8333333333,294306.8142136144,1882612.0,1132901.0,1692518.75,397097.7662653517,2412588.0,1132901.0,749711.0,0.6617621486784813,2412588.0,-0.35956124135331546,1.2921705870280795,1754168.0,1754073.0,480797.54107586254,2939566,724284,0.2740886511872636,1696820.75,0,0,1,0,0,0,0,0,0,2,1341030
food,55,48,2022,3,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,14,0,0,1,0,0,0,1341030.0,39.0,1882612.0,48.0,1132901.0,43.0,1766487.0,52.0,1289412.0,56.0,1452181.0,387017.5118531468,1882612.0,1132901.0,1539448.1666666667,301924.13489975745,1882612.0,1132901.0,1603222.25,336277.91987313796,2107376.0,1132901.0,-541582.0,-0.28767584611167885,1289412.0,-0.4441529179453765,0.9234592657526788,1754168.0,1754073.0,480797.54107586254,2939566,724284,0.2740886511872636,1631563.0,0,0,1,0,0,0,0,0,0,2,2073413
food,44,38,2022,4,2,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,15,0,0,0,1,0,0,2073413.0,55.0,1341030.0,39.0,1882612.0,48.0,1758359.0,55.0,1283479.0,47.0,1765685.0,379934.41166733025,2073413.0,1341030.0,1590602.5,367059.1594436791,2073413.0,1132901.0,1668555.6666666667,345791.8761489432,2107376.0,1132901.0,732383.0,0.546134687516312,1283479.0,0.6080298616733828,1.1742825022583236,1754168.0,1754073.0,480797.54107586254,2939566,724284,0.2740886511872636,1828033.5,0,0,1,0,0,0,0,0,0,2,1537888
food,59,47,2022,5,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,16,0,0,0,1,0,0,1537888.0,44.0,2073413.0,55.0,1341030.0,39.0,1355300.0,48.0,2107376.0,49.0,1650777.0,379017.3603055676,2073413.0,1341030.0,1553857.3333333333,357826.0650750123,2073413.0,1132901.0,1689756.4166666667,327343.1027379122,2107376.0,1132901.0,-535525.0,-0.25828187630732513,2107376.0,0.19821828015884946,0.9316146275359971,1754168.0,1754073.0,480797.54107586254,2939566,724284,0.2740886511872636,1674950.75,0,0,1,0,0,0,0,0,0,2,1739989
food,56,48,2022,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,17,0,0,1,1,0,0,1739989.0,59.0,1537888.0,44.0,2073413.0,55.0,1132901.0,43.0,2057354.0,54.0,1783763.3333333333,270432.8023748852,2073413.0,1537888.0,1617972.1666666667,349500.5510241248,2073413.0,1132901.0,1659140.8333333333,300840.9432878666,2073413.0,1132901.0,202101.0,0.13141464137830594,2057354.0,-0.1743338635345567,0.9754595620868932,1754168.0,1754073.0,480797.54107586254,2939566,724284,0.2740886511872636,1962571.0,0,0,1,0,0,0,0,0,0,2,1813964
food,50,45,2022,7,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,18,0,0,0,0,0,1,1813964.0,56.0,1739989.0,59.0,1537888.0,44.0,1882612.0,48.0,1856813.0,51.0,1697280.3333333333,142907.35495534787,1813964.0,1537888.0,1731482.6666666667,259447.1569207626,2073413.0,1341030.0,1638858.3333333333,278962.0263986198,2073413.0,1132901.0,73975.0,0.042514636586783006,1856813.0,-0.11830244090224629,1.0687474333939273,1754168.0,1754073.0,480797.54107586254,2939566,724284,0.2740886511872636,1875678.0,0,0,1,0,0,0,0,0,0,2,1778856
food,45,39,2022,8,3,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,19,0,0,0,0,0,1,1778856.0,50.0,1813964.0,56.0,1739989.0,59.0,1341030.0,39.0,1407544.0,45.0,1777603.0,37003.41420734538,1813964.0,1739989.0,1714190.0,250668.73581122985,2073413.0,1341030.0,1632361.9166666667,274293.57243868156,2073413.0,1132901.0,-35108.0,-0.01935429810073408,1407544.0,-0.04198430321200897,1.000704881798686,1754168.0,1754073.0,480797.54107586254,2939566,724284,0.2740886511872636,1654871.5,0,0,1,0,0,0,0,0,0,2,1159043
food,53,43,2022,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,20,0,0,1,0,0,1,1159043.0,45.0,1778856.0,50.0,1813964.0,56.0,2073413.0,55.0,1766487.0,52.0,1583954.3333333333,368402.46173489926,1813964.0,1159043.0,1683858.8333333333,309061.1601436952,2073413.0,1159043.0,1611653.5,300899.8990396822,2073413.0,1132901.0,-619813.0,-0.34843348758977677,1766487.0,-0.1765493654194824,0.7317401617007852,1754168.0,1754073.0,480797.54107586254,2939566,724284,0.2740886511872636,1569991.75,0,0,1,0,0,0,0,0,0,2,1684976
food,51,45,2022,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,21,0,0,0,0,1,0,1684976.0,53.0,1159043.0,45.0,1778856.0,50.0,1537888.0,44.0,1758359.0,55.0,1540958.3333333333,334062.65127417934,1778856.0,1159043.0,1619119.3333333333,245232.78152781056,1813964.0,1159043.0,1604860.9166666667,297992.88394293713,2073413.0,1132901.0,525933.0,0.45376487326182025,1758359.0,-0.046142994542275106,1.093459805856738,1754168.0,1754073.0,480797.54107586254,2939566,724284,0.2740886511872636,1639010.25,0,0,1,0,0,0,0,0,0,2,2121670
food,57,45,2022,11,4,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,22,0,0,0,0,1,0,2121670.0,51.0,1684976.0,53.0,1159043.0,45.0,1739989.0,59.0,1355300.0,48.0,1655229.6666666667,482002.4051209017,2121670.0,1159043.0,1716416.3333333333,313002.87266328215,2121670.0,1159043.0,1635136.8333333333,331570.3327494878,2121670.0,1132901.0,436694.0,0.2591692700667547,1355300.0,0.2066193536132268,1.2817979539193778,1754168.0,1754073.0,480797.54107586254,2939566,724284,0.2740886511872636,1868808.75,0,0,1,0,0,0,0,0,0,2,1673706
food,47,40,2022,12,4,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,23,0,1,1,0,0,0,1673706.0,57.0,2121670.0,51.0,1684976.0,53.0,1813964.0,56.0,1132901.0,43.0,1826784.0,255440.92853730463,2121670.0,1673706.0,1705369.1666666667,313174.15413435193,2121670.0,1159043.0,1661670.6666666667,319667.17588862026,2121670.0,1132901.0,-447964.0,-0.2111374530440644,1132901.0,0.23493396296023028,0.9162035577276738,1754168.0,1754073.0,480797.54107586254,2939566,724284,0.2740886511872636,1606963.0,0,0,1,0,0,0,0,0,0,2,1708994
food,44,38,2023,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,24,1,0,0,0,0,0,1708994.0,47.0,1673706.0,57.0,2121670.0,51.0,1778856.0,50.0,1882612.0,48.0,1834790.0,249071.09735174084,2121670.0,1673706.0,1687874.1666666667,308795.7595333311,2121670.0,1159043.0,1709678.4166666667,272870.82283762645,2121670.0,1159043.0,35288.0,0.021083750670667367,1882612.0,0.5085113350592858,0.9314384752478434,1754168.0,1754073.0,480797.54107586254,2939566,724284,0.2740886511872636,2040753.75,0,0,1,0,0,0,0,0,0,2,966363
food,50,42,2023,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,25,0,0,0,0,0,0,966363.0,44.0,1708994.0,47.0,1673706.0,57.0,1159043.0,45.0,1341030.0,39.0,1449687.6666666667,418943.14744644536,1708994.0,966363.0,1552458.6666666667,419297.18084321404,2121670.0,966363.0,1633324.3333333333,340012.80422770535,2121670.0,966363.0,-742631.0,-0.4345427777979326,1341030.0,-0.48669030049739403,0.6666008287302299,1754168.0,1754073.0,480797.54107586254,2939566,724284,0.2740886511872636,1696820.75,0,0,1,0,0,0,0,0,0,2,1696316
food,38,32,2023,3,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,26,0,0,1,0,0,0,1696316.0,50.0,966363.0,44.0,1708994.0,47.0,1684976.0,53.0,2073413.0,55.0,1457224.3333333333,425145.6448587167,1708994.0,966363.0,1642004.1666666667,373325.40644023527,2121670.0,966363.0,1662931.5,327484.7308558481,2121670.0,966363.0,729953.0,0.755361080670514,2073413.0,0.26493516177863285,1.1640733421735718,1754168.0,1754073.0,480797.54107586254,2939566,724284,0.2740886511872636,1631563.0,0,0,1,0,0,0,0,0,0,2,724284
food,47,40,2023,4,2,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,27,0,0,0,1,0,0,724284.0,38.0,1696316.0,50.0,966363.0,44.0,2121670.0,51.0,1537888.0,44.0,1128987.6666666667,506010.5126500183,1696316.0,724284.0,1481888.8333333333,526004.0877226782,2121670.0,724284.0,1550504.0833333333,397788.6279254482,2121670.0,724284.0,-972032.0,-0.5730253089636601,1537888.0,-0.6506803034417166,0.6415340232532746,1754168.0,1754073.0,480797.54107586254,2939566,724284,0.2740886511872636,1828033.5,0,0,1,0,0,0,0,0,0,2,1948883
food,56,40,2023,5,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,28,0,0,0,1,0,0,1948883.0,47.0,724284.0,38.0,1696316.0,50.0,1673706.0,57.0,1739989.0,59.0,1456494.3333333333,646565.15646324,1948883.0,724284.0,1453091.0,487275.9425122487,1948883.0,724284.0,1584753.6666666667,413967.92868296045,2121670.0,724284.0,1224599.0,1.6907718519254877,1739989.0,0.2672463794502591,1.338064251537301,1754168.0,1754073.0,480797.54107586254,2939566,724284,0.2740886511872636,1674950.75,0,0,1,0,0,0,0,0,0,2,1869932
food,49,43,2023,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,29,0,0,1,1,0,0,1869932.0,56.0,1948883.0,47.0,724284.0,38.0,1708994.0,47.0,1813964.0,56.0,1514366.3333333333,685369.1597849542,1948883.0,724284.0,1485795.3333333333,511049.35599202843,1948883.0,724284.0,1595582.25,420052.5378657738,2121670.0,724284.0,-78951.0,-0.040510897780933974,1813964.0,0.0746803571746717,1.2347950154729104,1754168.0,1754073.0,480797.54107586254,2939566,724284,0.2740886511872636,1962571.0,0,0,1,0,0,0,0,0,0,2,2723410
food,46,38,2023,7,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,30,0,0,0,0,0,1,2723410.0,49.0,1869932.0,56.0,1948883.0,47.0,966363.0,44.0,1778856.0,50.0,2180741.6666666665,471619.5554706498,2723410.0,1869932.0,1654864.6666666667,723356.4823520054,2723410.0,724284.0,1671369.4166666667,530545.6873140502,2723410.0,724284.0,853478.0,0.45642194475521025,1778856.0,0.5013583511028885,1.2488457673039317,1754168.0,1754073.0,480797.54107586254,2939566,724284,0.2740886511872636,1875678.0,0,0,1,0,0,0,0,0,0,2,1749787
food,55,46,2023,8,3,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,31,0,0,0,0,0,1,1749787.0,46.0,2723410.0,49.0,1869932.0,56.0,1696316.0,50.0,1159043.0,45.0,2114376.3333333335,530848.5759671334,2723410.0,1749787.0,1785435.3333333333,640141.627017543,2723410.0,724284.0,1668947.0,530076.4545329114,2723410.0,724284.0,-973623.0,-0.3575014412078974,1159043.0,-0.016341401440026604,0.8275664896614865,1754168.0,1754073.0,480797.54107586254,2939566,724284,0.2740886511872636,1654871.5,0,0,1,0,0,0,0,0,0,2,2028351
